ID,SMILES,MolWt,SA_score,NumAtoms,Total_Energy_Ha,HOMO_eV,LUMO_eV,BandGap_eV,Absorption_nm,,,
GQD5655,C1=CC2=c3cc4cc5c(cc4c4ccc6cc7cc8ccccc8c8c7c(c6c34)C2C(=C1)C=8)c1ccc2cc3c4c6c7c8c(cc9cccc%10c%11cc%12c%13ccccc%13ccc%12c%12c%13cc%14ccc5c5c%14c(c%13c6c(c8c9%10)c%11%12)c4c2c15)=CC1=CC=CC=3C17,1095.272,5.78,88,-197.3532308,-8.8999,-8.5296,0.370237469,3349.201806,,,
GQD5656,C1=CC2=CC=c3ccc4cc5cc6c(ccc7c8c9c%10c(cccc%10c76)=CC6=CC=CC(=c7ccccc7=8)C69)cc5c5c4c3C2C(=C1)C=5,602.736,4.993,48,-154.430341,-8.9213,-8.2263,0.695043124,1784.061963,,,
GQD5657,C1=CC2=c3ccc4cc5cc6ccccc6c6c7c(cc8c9cccc%10ccc%11ccc%12ccc7c8c%12c%11c%109)c7cc(c3c4c7c56)C3=Cc4ccccc4C(=C1)C32,712.851,4.231,57,-116.9287443,-8.8346,-8.4095,0.425191484,2916.333103,,,
GQD5658,C1=CC2=c3ccccc3=c3c4c5c(cccc5c5ccc6c(cc7cccc8c9cccc%10cccc(c%109)c6c78)c35)=CC(=C1)C24,564.687,3.951,45,-142.6858463,-8.8718,-8.2371,0.63478043,1953.431362,,,
GQD5659,c1ccc2c(c1)c1cccc3c4cc5cc6cc7cccc8c9cccc%10cccc(c%109)c(c6cc5cc4c4cccc2c4c13)c78,576.698,2.435,46,-185.6291323,-8.9502,-8.5683,0.38188349,3247.063653,,,
GQD5660,c1ccc2c(c1)ccc1cc3c(ccc4c5ccccc5c5c6cc7c(ccc8ccccc87)cc6ccc5c34)cc12,528.654,2.237,42,-127.8516601,-9.2481,-7.9228,1.325372743,935.5858618,,,
GQD5661,C1=CC2=c3cc4ccc5c6c(cc7c8cccc9ccc%10ccc%11ccc6c7c%11c%10c98)c6ccc7cc8c9c%10ccc%11ccccc%11c%10cc%10c%11cccc%12cc%13c%14c(c%15c3c3c4c5c6c7c3c8c%15c(c%14c%12%11)c%109)C2C(=C1)C=%13,957.103,4.829,77,-113.9045528,-8.7136,-8.5733,0.140238856,8842.057297,,,
GQD5662,C1=CC2=CC=CC3=CC4=Cc5cccc6c5c(cc5c6ccc6c5cc5cccc7c5c6c5cccc6cc8ccccc8c7c65)C4C(=C1)C23,628.774,4.364,50,-204.8149497,-8.9509,-8.5769,0.37405359,3315.033014,,,
GQD5663,C1=C2C=c3cc4c(cc3=C3c5ccccc5C=C(c5ccc6c(ccc7ccccc76)c51)C23)c1cccc2c3ccccc3c3c5ccc6ccccc6c5cc4c3c12,740.905,4.061,59,-209.0941134,-8.9687,-8.2058,0.762899352,1625.378232,,,
GQD5664,C1=CC2=c3ccc4cc5cc6ccccc6c6c7cc8c(ccc9ccc%10cc%11ccc%12ccccc%12c%11cc%10c98)cc7c7cc(c3c4c7c56)C3=Cc4ccccc4C(=C1)C32,764.927,4.26,61,-120.4245382,-9.2743,-8.2063,1.068018245,1161.028855,,,
GQD5665,c1ccc2c(c1)ccc1cc3c(cc12)c1c2ccccc2ccc1c1c3cc2ccc3ccc4ccc5cccc6c5c4c3c2c61,576.698,2.588,46,-112.9643357,-9.1271,-8.0093,1.117778303,1109.343415,,,
GQD5666,C1=C2C=c3ccccc3=C3c4ccc5c6ccc7ccc8cccc9c%10cccc(c5c4C=C(c4ccc5c(ccc%11ccccc%115)c41)C23)c%10c6c7c89,664.807,3.992,53,-275.5053742,-8.9416,-8.576,0.365540102,3392.240669,,,
GQD5667,c1ccc2c(c1)ccc1cc3ccc4ccc5c(ccc6c7ccc8ccc9cccc%10c%11cccc(c56)c%11c7c8c9%10)c4c3cc12,576.698,2.534,46,-94.71513879,-9.2525,-7.7797,1.472789005,841.9400171,,,
GQD5668,c1ccc2c(c1)ccc1cc3ccc4c5ccc6c7cccc8ccc9cc%10c%11ccccc%11ccc%10c(c9c87)c6c5c5ccccc5c4c3cc12,652.796,2.62,52,-132.1624532,-9.1762,-7.987,1.189242689,1042.680364,,,
GQD5669,C1=CC2=CC=CC3=Cc4c(ccc5c6c(ccc45)=CC4=Cc5ccccc5C5=Cc7ccccc7C=6C45)C(=C1)C23,504.632,4.577,40,-123.5292899,-9.0295,-8.1418,0.88767332,1396.910296,,,
GQD5670,C1=CC2=c3cc4ccc5ccc6c7ccc8c(c7c7cc9c%10c%11ccc%12ccccc%12c%11cc%11c%12cccc%13cc%14c%15c(c%16c3c3c4c5c6c7c3c9c%16c(c%15c%13%12)c%11%10)C2C(=C1)C=%14)C1=Cc2ccccc2C2=c3ccccc3=CC(=C8)C12,997.168,5.615,80,-204.170469,-8.7089,-8.6903,0.018601578,66661.01123,,,
GQD5671,C1=C2C=c3ccccc3=C3c4ccc5c(ccc6c7cc8ccccc8cc7ccc56)c4C=C(c4ccccc41)C23,516.643,3.622,41,-118.2368845,-9.239,-8.0463,1.192759976,1039.605641,,,
GQD5672,C1=CC2=c3ccc4cc5cc6ccccc6c6ccc7cc(c3c4c7c56)C3=Cc4cc5c(ccc6cc7cccc8c9cccc%10cccc(c%109)c(c65)c78)cc4C(=C1)C32,738.889,4.206,59,-194.2135249,-9.2269,-7.8474,1.379517599,898.8649372,,,
GQD5673,C1=CC2=CC=CC3=CC4=Cc5cccc6c5c(cc5ccc7c8c9cc%10c%11c(cc%12c%13cccc%14c%15cccc%16cc%17ccc(c8c8ccc%18ccccc%18c8c7c56)c5c%17c(c%16%15)c(c%14%13)c(c%12%10)c95)c5cccc6cc7cccc8ccc%11c(c87)c65)C4C(=C1)C23,1099.304,5.323,88,-204.5996827,-9.1032,-8.7836,0.319653494,3879.20052,,,
GQD5674,C1=CC2=c3cc4ccc5ccc6ccc7cc8c9c%10c(cc%11c%12cccc%13cc%14c%15c(c%16c3c3c4c5c6c7c3c8c%16c(c%15c%13%12)c%119)C2C(=C1)C=%14)c1ccccc1c1c2cc3cccc4c5cc6c7cccc8c9cccc%11cc%12ccc%13c%14c%15ccc%16ccccc%16c%15ccc%14c%14cc(c5c5ccc(cc1%10)c2c5c34)c6c1c%14c%13c%12c(c%119)c1c87,1453.671,5.993,117,-138.402165,-8.8941,-8.2854,0.608688786,2037.165837,,,
GQD5675,c1ccc2c(c1)ccc1cc3c(ccc4c5cccc6c7cccc8ccc9ccc(c34)c(c56)c9c87)cc12,476.578,2.342,38,-118.0237182,-8.6833,-8.6569,0.026489274,46811.39997,,,
GQD5676,c1ccc2c(c1)c1cccc3c4ccccc4c4c5ccc6cc7cccc8c9cccc%10cccc(c%109)c(c78)c6c5cc2c4c13,576.698,2.379,46,-103.3758627,-9.2705,-7.8576,1.412927952,877.6102124,,,
GQD5677,C1=CC2=c3cc4ccc5ccc6ccc7cc8c9c%10ccc%11ccccc%11c%10cc%10c%11cc%12cc%13c(cc%12c%12cc%14c%15c(c%16c3c3c4c5c6c7c3c8c%16c(c%15c%12%11)c%109)C2C(=C1)C=%14)C1=Cc2ccccc2C2=c3ccccc3=CC(=C%13)C12,997.168,5.646,80,-119.0353086,-8.6368,-8.6243,0.012439632,99681.40537,,,
GQD5678,C1=CC2=CC=CC3=CC4=Cc5cccc6c5c(cc5ccc7c8cc9c%10c%11ccc%12ccccc%12c%11cc%11c%12cccc%13cc%14c%15c%16c%17c%18c(cc%19ccc%20ccc(c7c56)c5c%20c%19c%18c(c85)c9c%17c(c%15c%13%12)c%11%10)=C5C=CC=C(C=%14)C5%16)C4C(=C1)C23,1035.217,5.954,83,-143.6719901,-9.0564,-8.109,0.947379403,1308.873716,,,
GQD5679,C1=CC2=Cc3cccc4cc5ccc6cc7cc8c(cc7c7c6c5c(c34)C2C7=C1)C1=c2ccccc2=CC2=Cc3c(ccc4c3ccc3ccccc34)C(=C8)C21,702.856,4.828,56,-206.9389451,-8.9262,-8.5502,0.376069196,3297.265538,,,
GQD5680,C1=CC2=c3cc4ccc5c(c4cc3=c3c4c6c(cccc6c6ccccc36)=CC(=C1)C24)C=C1c2ccccc2C=C2C=c3ccccc3=C5C21,628.774,4.805,50,-100.0327295,-9.1586,-7.9432,1.215391675,1020.247238,,,
GQD5681,C1=CC2=Cc3cc4c5ccc6ccc7cc8c9c%10ccc%11ccccc%11c%10cc%10c%11cccc%12cc%13c%14c%15c%16c%17c(cc(c4c4cc%18ccc%19cccc%20c%19c%18c(c34)C2C%20=C1)c1c5c6c7c(c8c%16c(c%14c%12%11)c%109)c%171)=C1C=CC=C(C=%13)C1%15,995.152,5.595,80,-213.3498635,-8.9497,-8.0434,0.90626215,1368.257518,,,
GQD5682,c1ccc2c(c1)ccc1c2ccc2c3cc4c5c(cc6c7cccc8c9cccc%10cc%11ccc(c12)c1c%11c(c%109)c(c87)c(c64)c31)c1cc2c(ccc3c4cccc6c7ccccc7c7cccc(c23)c7c64)c2cc3cccc4ccc5c(c43)c21,1047.228,3.699,84,-217.7138646,-8.9904,-8.222,0.768406903,1613.728345,,,
GQD5683,C1=CC2=CC=c3ccc4cc5cc6ccc7c(cc8c9c7ccc7cc%10cc%11ccccc%11c%11c%10c(c79)C7C(=CC=CC=87)C=%11)c6cc5c5c4c3C2C(=C1)C=5,676.818,5.036,54,-121.3765172,-9.255,-7.9262,1.328725187,933.2253292,,,
GQD5684,C1=C2C=c3ccccc3=C3c4cc5c6cccc7cc8cccc9c%10cc%11c%12cccc%13c%14cccc%15cc%16ccc%17c%18c%19ccc%20ccccc%20c%19ccc%18c%18cc(c%10c(c5cc4C=C(c4ccc5c(ccc%10ccccc%105)c41)C23)c(c76)c89)c%11c1c%18c%17c%16c(c%15%14)c1c%13%12,1161.375,5.095,93,-114.8777141,-8.9554,-8.1415,0.813964202,1523.40852,,,
GQD5685,C1=CC2=Cc3cccc4c5c6c7c(c34)C2C(=C1)C1=CC=CC(=C2C=CC=C(c3ccc4c(cc8c9cccc%10cc%11ccc%12c%13c%14ccc%15ccccc%15c%14ccc%13c%13cc%14c%15c(cc%16c4c8c4c(c%109)c%11c%12c%13c4c%14%16)c4cccc8cc9cccc%10ccc%15c(c%109)c84)c3-5)C26)C17,1185.397,5.997,95,-144.8397034,-9.0086,-8.2021,0.806447435,1537.607966,,,
GQD5686,C1=CC2=c3cc4c(ccc5c4cc4cccc6c4c5c4cccc5cc7ccccc7c6c54)c4ccc5cc6cc7ccccc7c7c6c(c5c34)C2C(=C1)C=7,688.829,4.131,55,-127.8499157,-9.1504,-7.9895,1.160858515,1068.174962,,,
GQD5687,C1=CC2=c3ccc4c5c(c6ccc7ccccc7c6c4c3=c3ccc4cccc6c4c3C2C(=C1)C=6)C=C1C=c2ccccc2=C2c3ccccc3C=C5C12,678.834,4.897,54,-111.7780263,-9.088,-8.0195,1.068443171,1160.567107,,,
GQD5688,C1=CC2=c3ccccc3=c3ccc4c5c3C2C(=C1)C=c5cc1cc2c3cc5c6cccc7c8cccc9cc%10ccc%11c%12c%13ccc%14ccccc%14c%13ccc%12c%12cc(c3c3ccc%13cccc%14cc(c14)c2c3c%13%14)c5c1c%12c%11c%10c(c98)c1c76,1035.217,4.984,83,-136.4645533,-9.0177,-8.1662,0.851550333,1456.167594,,,
GQD5689,C1=CC2=c3cc4ccccc4c4ccc5cc6cc7cc8c(ccc9c%10ccc%11c(c%10ccc89)C=C8C=c9ccccc9=C9c%10ccccc%10C=C%11C89)cc7c7c6c(c5c34)C2C(=C1)C=7,802.976,5.077,64,-118.2489511,-9.1081,-8.0394,1.068693004,1160.295796,,,
GQD5690,C1=CC2=CC=CC3=CC4=Cc5c6c(cccc6cc6ccc7c(c56)C=C5c6cc8ccc9c%10ccccc%10cc%10cc%11ccc(c6c%11c8c%109)=C6C=CC=C7C56)C4C(=C1)C23,740.905,5.329,59,-209.0884651,-8.9236,-8.3001,0.623501784,1988.767365,,,
GQD5691,c1ccc2cc3c(ccc4cc5ccc6ccc7c(ccc8c9cc%10c%11c(cc%12c%13cccc%14c%15cccc%16cc%17ccc(c78)c7c%17c(c%16%15)c(c%14%13)c(c%12%10)c97)c7cccc8cc9cccc%10ccc%11c(c%109)c87)c6c5cc43)cc2c1,973.146,3.61,78,-133.7090631,-8.9031,-8.2586,0.64454212,1923.846342,,,
GQD5692,C1=CC2=c3ccc4c(ccc5c4ccc4c5cc5ccc6cccc7c8ccccc8c4c5c67)c3=c3c4c5c(cccc5c5ccccc35)=CC(=C1)C24,664.807,4.053,53,-122.5625613,-9.077,-8.1233,0.953653657,1300.262408,,,
GQD5693,C1=C2C=c3cc4c(cc3=C3c5ccccc5C=C(c5ccccc51)C23)cc1cccc2c1c4c1cccc3cc4ccccc4c2c31,590.725,3.883,47,-197.3337859,-8.8807,-8.5255,0.355276199,3490.24225,,,
GQD5694,c1ccc2c(c1)ccc1ccc3cc4c(cc3c12)c1ccccc1c1c4ccc2c3ccc4c5cc6c7c(cc8c9cccc%10c%11cccc%12cc%13ccc(c4c3ccc21)c1c%13c(c%12%11)c(c%109)c(c86)c51)c1cccc2cc3cccc4ccc7c(c43)c21,1073.266,3.837,86,-188.9305372,-9.2322,-7.92,1.312186737,944.9874511,,,
GQD5695,C1=CC2=c3cc4ccc5ccc6ccc7cc8c9c%10c%11cc%12c(cc%11c%11ccccc%11c%10cc%10c%11cccc%13cc%14c%15c(c%16c3c3c4c5c6c7c3c8c%16c(c%15c%13%11)c%109)C2C(=C1)C=%14)C1=c2ccccc2=CC2=Cc3c(ccc4c3ccc3ccccc34)C(=C%12)C21,1097.288,5.806,88,-117.0156238,-8.8916,-8.2755,0.616079454,2012.727404,,,
GQD5696,c1ccc2c(c1)ccc1c2cc2ccc3c4cc5cccc6c7cccc8cc9ccccc9c(c87)c(c4cc4c7ccccc7c1c2c43)c56,626.758,2.597,50,-181.5329541,-9.3196,-7.8558,1.463726332,847.1528952,,,
GQD5697,C1=CC2=c3c(ccc4cc5ccc6ccc7ccc8cccc9c8c7c6c5c9c34)=c3c4c5c(cccc5c5ccccc35)=CC(=C1)C24,588.709,4.081,47,-97.82969506,-8.8727,-8.2061,0.666571409,1860.265807,,,
GQD5698,C1=CC2=c3cc4ccc5ccc6c7cc8ccc9c(ccc%10c%11cc%12c%13c(cc%14c%15cccc%16c%17cccc%18cc%19ccc(c9%10)c9c%19c(c%18%17)c(c%16%15)c(c%14%12)c%119)c9cccc%10cc%11cccc%12ccc%13c(c%12%11)c%109)c8cc7c7cc8c9c%10ccc%11ccccc%11c%10cc%10c%11cccc%12cc%13c%14c(c%15c3c3c4c5c6c7c3c8c%15c(c%14c%12%11)c%109)C2C(=C1)C=%13,1453.671,6.035,117,-197.3350233,-8.9226,-8.5432,0.379384262,3268.453977,,,
GQD5699,C1=CC2=c3ccccc3=c3c4c5c(cccc5c5ccc6ccc7cc8ccccc8cc7c6c35)=CC(=C1)C24,490.605,3.822,39,-130.9341,-8.8781,-8.2332,0.644873437,1922.857927,,,
GQD5700,c1ccc2c(c1)ccc1c2ccc2c3cc4c5c(cc6c7c8cc9ccc%10cc%11ccc%12ccc%13ccccc%13c%12c%11cc%10c9cc8cc8c9cccc%10cc%11ccc(c12)c1c%11c(c%109)c(c87)c(c46)c31)c1cccc2cc3cccc4ccc5c(c43)c21,1073.266,3.925,86,-118.2548746,-9.2773,-7.8005,1.476835378,839.6331903,,,
GQD5701,C1=CC2=c3c(ccc4cc5c6c(cccc6c34)c3cccc4cc6ccccc6c5c43)=c3c4c5c(cccc5c5ccccc35)=CC(=C1)C24,614.747,4.037,49,-209.1210776,-8.9407,-8.5585,0.382243478,3244.005644,,,
GQD5702,C1=CC2=c3ccccc3=c3c4c5c(cccc5c5c3ccc3cc6c(ccc7c6cc6c8cccc9cc%10c%11c%12c%13c%14c(cc%15ccc%16ccc%17ccc%18cc%19c7c6c(c%11c98)c%13c%19c6c%18c%17c%16c%15c%146)=C6C=CC=C(C=%10)C6%12)cc35)=CC(=C1)C24,1021.19,5.711,82,-217.7053155,-8.9472,-8.2556,0.691647365,1792.821115,,,
GQD5703,c1ccc2c(c1)ccc1cc3ccc4c(c3cc12)c1ccccc1c1cc2cc3ccc5c6c7ccc8ccccc8c7ccc6c6cc7c8c(cc9c%10cccc%11c%10c%10c(c2c%11c14)c3c5c6c%10c97)c1cccc2cc3cccc4ccc8c(c43)c21,1073.266,3.853,86,-199.5214521,-8.9505,-8.5755,0.374922116,3307.353573,,,
GQD5704,C1=C2C=c3ccccc3=C3c4ccccc4C=C(c4ccc5c(ccc6c5ccc5c7cc8ccc9ccc%10ccccc%10c9c8cc7c7ccccc7c65)c41)C23,716.883,4,57,-104.3552053,-9.2336,-7.8799,1.353775157,915.9571245,,,
GQD5705,C1=CC2=CC=c3ccc4cc5ccc6cc7ccc8c(cc9ccc%10cccc%11c%12ccccc%12c8c9c%10%11)c7cc6c5c5c4c3C2C(=C1)C=5,614.747,4.053,49,-94.76226821,-9.2608,-7.867,1.393851305,889.6214363,,,
GQD5706,C1=CC2=c3ccccc3=c3c4c5c(cccc5c5c6ccc7cccc8c9cccc%10ccc(c35)c(c%109)c6c78)=CC(=C1)C24,538.649,3.971,43,-126.8746597,-9.1102,-8.0435,1.066731988,1162.428814,,,
GQD5707,C1=CC2=CC=CC3=CC4=Cc5c6c(cccc6cc6ccc7c(c56)=C5C=CC=C6C=c8cccc9c8c(c=7c7ccccc79)C65)C4C(=C1)C23,616.763,5.225,49,-121.3309296,-8.9027,-8.1221,0.780596182,1588.52942,,,
GQD5708,C1=CC2=CC=CC3=CC4=Cc5cccc6c5c(cc5c6ccc6ccc7c(c65)=C5c6ccccc6C=C6c8ccc9c(ccc%10ccccc%109)c8C=C(C=7)C65)C4C(=C1)C23,742.921,5.196,59,-208.8900666,-8.8054,-8.7912,0.014202567,87308.16056,,,
GQD5709,C1=CC2=c3ccccc3=c3c4c5c(cccc5c5ccc6cc7c8cccc9c%10cc%11c%12cccc%13cc%14cccc%15ccc(c%11c%11cc%16c%17ccc%18c%19ccccc%19ccc%18c%17c%17ccc%18cc(c6c35)c7c3c%18c%17c%16c(c%10%11)c3c89)c(c%15%14)c%13%12)=CC(=C1)C24,1085.277,5.053,87,-114.8672419,-8.7624,-8.2748,0.487591891,2543.110382,,,
GQD5710,C1=CC2=Cc3c4c5c6c7c(c4cc4ccc8c9cc%10c%11cccc%12cc%13c%14c%15c%16c%17c(cc%18ccc%19ccc%20ccc%21cc%22c(c9ccc8c34)c%10c(c%14c%12%11)c%16c%22c3c%21c%20c%19c%18c%173)=C3C=CC=C(C=%13)C3%15)-c3ccccc3C3=CC=CC(=C4C=CC=C(C(=C1)C25)C46)C37,1121.31,6.533,90,-116.1370866,-9.7533,-7.6744,2.078873907,596.4767732,,,
GQD5711,C1=CC2=c3ccc4cc5cc6ccccc6c6ccc7cc(c3c4c7c56)C3=Cc4ccc5c6ccc7ccc8cc9c%10c%11c%12c%13c(cc%14cccc%15c%16cc%17c%18ccccc%18ccc%17c%17c%18cc(c5c4C(=C1)C32)c1c6c7c8c%10c1c%18c%11c(c%13c%14%15)c%16%17)=CC1=CC=CC=9C1%12,1145.332,5.926,92,-181.5349949,-9.332,-7.872,1.460040973,849.2912342,,,
GQD5712,C1=CC2=CC=CC3=CC4=Cc5cccc6c5c(cc5c6ccc6c5ccc5cc7cccc8c9cccc%10cccc(c%109)c(c56)c78)C4C(=C1)C23,628.774,4.362,50,-125.7170184,-9.5811,-7.7715,1.809565002,685.2475587,,,
GQD5713,C1=CC2=CC=CC3=CC4=Cc5cccc6c5c(cc5c7c(ccc56)C=C5C=c6ccccc6=C6c8ccccc8C=C7C56)C4C(=C1)C23,592.741,5.011,47,-189.8961719,-8.8994,-8.3971,0.502299213,2468.648104,,,
GQD5714,C1=CC2=c3ccc4cc5cc6ccccc6c6ccc7cc(c3c4c7c56)C3=Cc4c(ccc5c6c(ccc45)=CC4=Cc5ccccc5C5=Cc7ccccc7C=6C45)C(=C1)C32,752.916,4.938,60,-129.975199,-9.0542,-8.0762,0.977978143,1267.921997,,,
GQD5715,C1=CC2=c3ccc4cc5ccc6cc7c8ccccc8ccc7c7c8ccccc8c(c4c3=c3c4c8c(cccc8c8ccccc38)=CC(=C1)C24)c5c67,664.807,4.125,53,-125.7259867,-9.6793,-7.6794,1.99989898,620.0313178,,,
GQD5716,C1=CC2=CC=CC3=CC4=Cc5c6cc7c8ccccc8c8cccc9c%10ccccc%10c(c6cc6cccc(c56)C4C(=C1)C23)c7c89,578.714,4.272,46,-204.8110537,-8.9492,-8.5278,0.421406398,2942.527702,,,
GQD5717,C1=CC2=c3ccc4cc5cc6ccccc6c6ccc7cc(c3c4c7c56)C3=Cc4c(ccc5c6ccc7ccc8cccc9c%10cccc(c45)c%10c6c7c89)C(=C1)C32,712.851,4.204,57,-202.6118471,-8.8425,-8.5495,0.293045509,4231.424683,,,
GQD5718,C1=CC2=c3cc4ccc5ccc6c7cc8ccccc8cc7ccc6c5c4c4ccc5cc6cc7ccccc7c7c6c(c5c34)C2C(=C1)C=7,614.747,4.006,49,-159.6812202,-8.8948,-8.2682,0.626597505,1978.941809,,,
GQD5719,C1=CC2=c3cc4ccc5ccc6c7cc8ccc9c%10c(ccc9c8cc7c7cc8c9c%11ccc%12ccccc%12c%11cc%11c%12cccc%13cc%14c%15c(c%16c3c3c4c5c6c7c3c8c%16c(c%15c%13%12)c%119)C2C(=C1)C=%14)C1=Cc2ccccc2C2=c3ccccc3=CC(=C%10)C12,1097.288,5.819,88,-181.203937,-9.2975,-7.9307,1.366779945,907.241875,,,
GQD5720,C1=CC2=Cc3c4cc5c(cc4cc4cc6ccc7cccc8c7c6c(c34)C2C8=C1)c1cccc2ccc3cc4c6ccccc6ccc4c5c3c21,638.769,4.01,51,-128.7607339,-9.212,-7.7691,1.442897963,859.3816277,,,
GQD5721,C1=CC2=CC=c3ccc4cc5c(ccc6c5c5cc7cccc8c9cccc%10c%11cc%12c%13cccc%14cc%15cccc%16ccc(c%12c%12cc%17c%18ccc%19c%20ccccc%20ccc%19c%18c6c6c5c(c78)c(c9%10)c(c%11%12)c%176)c(c%16%15)c%14%13)c5c4c3C2C(=C1)C=5,1035.217,4.882,83,-186.7978908,-9.3221,-8.017,1.305137332,950.0915878,,,
GQD5722,C1=CC2=Cc3cccc4cc5ccc6cc7c(ccc8ccc9c(cc%10c%11cccc%12cc%13c%14c%15c%16c%17c(cc%18ccc%19ccc%20ccc%21cc%22c9c%10c(c%14c%12%11)c%16c%22c9c%21c%20c%19c%18c%179)=C9C=CC=C(C=%13)C9%15)c87)c7c6c5c(c34)C2C7=C1,995.152,5.61,80,-200.4674784,-8.8746,-8.568,0.30664267,4043.794688,,,
GQD5723,C1=CC2=CC=CC3=Cc4c(ccc5cc6c(ccc7c8c(ccc76)C6=Cc7ccccc7C7=c9ccccc9=CC(=C8)C67)cc45)C(=C1)C23,604.752,4.677,48,-121.3153037,-9.1752,-8.1551,1.020052487,1215.623721,,,
GQD5724,C1=CC2=c3cc4ccc5ccc6ccc7cc8c9c%10c(cc%11c%12cccc%13cc%14c%15c(c%16c3c3c4c5c6c7c3c8c%16c(c%15c%13%12)c%119)C2C(=C1)C=%14)c1ccccc1c1c2cccc3c4cccc5ccc6ccc(c(c32)c6c54)c1%10,957.103,4.784,77,-141.5083805,-8.9768,-8.1261,0.850652304,1457.704863,,,
GQD5725,C1=CC2=CC=CC3=Cc4ccc5cc6c(cc5c4C(=C1)C23)C1=Cc2ccccc2C2=c3ccccc3=CC(=C6)C12,504.632,4.583,40,-94.66590319,-9.8239,-7.3974,2.426421064,511.0407334,,,
GQD5726,C1=CC2=CC=c3ccc4cc5cc6c(ccc7c6ccc6c7ccc7c8cc9c%10c(cc%11c%12cccc%13c%14cccc%15cc%16ccc(c67)c6c%16c(c%15%14)c(c%13%12)c(c%119)c86)c6cccc7cc8cccc9ccc%10c(c98)c76)cc5c5c4c3C2C(=C1)C=5,1035.217,4.929,83,-136.2104903,-8.8622,-8.3081,0.554138555,2237.707499,,,
GQD5727,C1=CC2=CC=c3ccc4cc5c(ccc6ccc7c(c65)=CC5=Cc6c(ccc8c6ccc6ccccc68)C6=Cc8ccccc8C=7C56)c5c4c3C2C(=C1)C=5,678.834,4.865,54,-209.0921666,-8.9668,-8.3595,0.60723556,2042.041148,,,
GQD5728,C1=CC2=Cc3cccc4cc5c6ccc7c8cc9c(ccc%10ccc%11ccccc%11c%109)cc8ccc7c6c6cccc7c6c5c(c34)C2C7=C1,614.747,3.832,49,-108.6399489,-8.8366,-8.2931,0.54348354,2281.577838,,,
GQD5729,c1ccc2c(c1)ccc1c2ccc2c3cc4c5c(cc6c7cccc8c9cccc%10cc%11ccc(c12)c1c%11c(c%109)c(c87)c(c64)c31)c1cc2ccc3ccc4c(cc6ccc7cccc8c9ccccc9c4c6c78)c3c2c2cc3cccc4ccc5c(c43)c12,1097.288,3.848,88,-206.9321455,-8.8927,-8.555,0.337717344,3671.709558,,,
GQD5730,c1cc2ccc3c4c(cc5c6cccc7c8cccc9cc%10ccc%11c%12c%13ccc%14cc%15ccc%16c(cc%17cccc%18c%19cccc%20cccc(c%20%19)c%16c%17%18)c%15cc%14c%13ccc%12c%12cc4c5c4c%12c%11c%10c(c98)c4c76)c4cccc5cc(c1)c2c3c54,1047.228,3.767,84,-118.2368717,-9.1237,-8.0808,1.042859812,1189.038053,,,
GQD5731,C1=CC2=c3cc4c(cc3=c3c5c6c(cccc6c6ccccc36)=CC(=C1)C25)c1ccccc1c1cc2ccccc2cc41,540.665,3.833,43,-147.0473565,-8.9958,-8.1455,0.850267799,1458.364061,,,
GQD5732,C1=CC2=c3ccc4c5ccccc5c5cc6ccccc6cc5c4c3=c3ccc4cccc5c4c3C2C(=C1)C=5,490.605,3.825,39,-136.2608646,-8.711,-8.5081,0.202890822,6111.661374,,,
GQD5733,C1=CC2=c3cc4c(ccc5cc6c7cccc8ccc9ccc%10ccc(c54)c6c%10c9c87)c4ccc5cc6cc7ccccc7c7c6c(c5c34)C2C(=C1)C=7,662.791,4.193,53,-105.2878403,-9.0103,-7.9863,1.023992306,1210.946599,,,
GQD5734,C1=CC2=c3ccccc3=c3c4c5c(cccc5c5c3ccc3ccc6c(c35)C=C3C=c5ccccc5=C5c7ccccc7C=C6C35)=CC(=C1)C24,628.774,4.836,50,-208.1194768,-9.0744,-8.0119,1.062434641,1167.130619,,,
GQD5735,c1ccc2c(c1)ccc1c2ccc2c3cc4c5c(cc6c7cc8cc9ccc%10cc%11c%12ccccc%12ccc%11c%11c%12ccccc%12c(c9c%10%11)c8c8c9cccc%10cc%11ccc(c12)c1c%11c(c%109)c(c78)c(c64)c31)c1cccc2cc3cccc4ccc5c(c43)c21,1097.288,3.909,88,-149.0601322,-8.8483,-8.1086,0.739749067,1676.244088,,,
GQD5736,C1=CC2=CC=CC3=CC4=Cc5cccc6cc7c8c(ccc7c(c56)C4C(=C1)C23)C=C1c2ccccc2C=C2C=c3ccccc3=C8C21,592.741,5.011,47,-194.2492916,-8.9518,-8.5768,0.375005031,3306.622305,,,
GQD5737,c1ccc2c(c1)ccc1ccc3cc4ccc5cc6cc7c(cc6cc5c4cc3c12)c1cccc2c3ccccc3c3cccc7c3c21,602.736,2.494,48,-141.7368962,-9.0984,-8.1667,0.931743372,1330.838552,,,
GQD5738,C1=CC2=c3cc4ccc5ccc6ccc7cc8c9c%10ccc%11cc%12c(cc%11c%10cc%10c%11cccc%13cc%14c%15c(c%16c3c3c4c5c6c7c3c8c%16c(c%15c%13%11)c%109)C2C(=C1)C=%14)c1ccc2ccc3cccc4c5cccc%12c5c1c2c34,957.103,4.8,77,-99.05863738,-8.9768,-8.2486,0.728295535,1702.605523,,,
