ID,SMILES,MolWt,SA_score,NumAtoms,Total_Energy_Ha,HOMO_eV,LUMO_eV,BandGap_eV,Absorption_nm,,,
GQD1612,C1=CC2=c3cc4c5c6cc7c8ccccc8ccc7c7c8ccccc8c8cccc(c5c5ccc9ccc%10cc%11c%12c%13ccc%14ccccc%14c%13cc%13c%14cccc%15cc%16c%17c(c%18c3c3c4c5c9c%10c3c%11c%18c(c%17c%15%14)c%13%12)C2C(=C1)C=%16)c8c67,,,,-196.4000126,-9.3015,-7.8822,1.419232003,873.7119776,,,
GQD1613,C1=CC2=c3ccc4cc5cc6ccccc6c6ccc7cc(c3c4c7c56)C3=Cc4c(ccc5c4ccc4ccc6c7c(ccc6c45)C4=Cc5ccccc5C5=c6ccccc6=CC(=C7)C45)C(=C1)C32,853.036,5.128,68,-164.0101205,-8.9047,-8.3161,0.588620706,2106.619742,,,
GQD1614,C1=CC2=c3cc4ccccc4c4c5cc6c(ccc7c8c(ccc76)C6=Cc7ccccc7C7=c9ccccc9=CC(=C8)C67)cc5c5cc6cc7ccccc7c7c6c(c5c34)C2C(=C1)C=7,802.976,5.059,64,-154.4286708,-8.9025,-8.2829,0.619650712,2001.127371,,,
GQD1615,C1=CC2=c3cc4ccc5ccc6ccc7cc8c9c%10c(cc%11c%12cccc%13cc%14c%15c(c%16c3c3c4c5c6c7c3c8c%16c(c%15c%13%12)c%119)C2C(=C1)C=%14)c1ccccc1c1c%10cc2cc3cccc4ccc5c6c7cc8c9ccc%10c%11ccccc%11ccc%10c9c9ccc%10cc%11cccc%12c%13cccc%14c(cc6c1c2c5c43)c7c1c8c9c%10c(c%11%12)c1c%13%14,1453.671,6.023,117,-275.4901015,-8.9233,-8.5849,0.338350929,3664.834034,,,
GQD1616,c1ccc2c(c1)ccc1cc3c(ccc4cc5c(ccc6ccc7cc8ccc9ccccc9c8cc7c65)cc43)cc12,528.654,2.208,42,-101.8657061,-8.715,-8.701,0.014022192,88431.2524,,,
GQD1617,C1=CC2=Cc3c4c5c6c(ccc7cc8cccc9c8c(c76)C6C(=C9)C=CC=C56)cc4cc4c5c6c7c(c34)C2C(=C1)C1=CC=CC(=C2C=CC=C(c3ccccc3-5)C26)C17,726.878,5.754,58,-139.5175488,-8.9471,-8.1281,0.818987427,1514.064757,,,
GQD1618,C1=CC2=Cc3cccc4c5c6c7c(c34)C2C(=C1)C1=CC=CC(=C2C=CC=C(c3cc4ccc8ccc9ccc%10cc%11ccc%12ccccc%12c%11cc%10c9c8c4cc3-5)C26)C17,740.905,5.079,59,-142.70158,-9.0527,-7.8719,1.180816644,1050.120699,,,
GQD1619,C1=CC2=CC=c3ccc4cc5cc6cc7ccc8cc9ccccc9cc8c7cc6cc5c5c4c3C2C(=C1)C=5,490.605,3.889,39,-94.55992528,-9.2511,-7.9703,1.28082186,968.1283859,,,
GQD1620,C1=CC2=CC=CC3=CC4=Cc5cccc6c5c(cc5ccc7c(ccc8ccc9c(ccc%10c%11cc%12c%13c(cc%14c%15cccc%16c%17cccc%18cc%19ccc(c9%10)c9c%19c(c%18%17)c(c%16%15)c(c%14%12)c%119)c9cccc%10cc%11cccc%12ccc%13c(c%12%11)c%109)c87)c56)C4C(=C1)C23,1099.304,5.305,88,-210.0631809,-8.9247,-8.5513,0.373386057,3320.959572,,,
GQD1621,C1=C2C=c3ccccc3=C3c4c(ccc5c4cc4c6cccc7ccc8ccc9ccc5c4c9c8c76)C=C(c4ccccc41)C23,564.687,3.817,45,-108.6412254,-8.6955,-8.4972,0.198279654,6253.793443,,,
GQD1622,C1=CC2=CC=CC3=CC4=Cc5cccc6c5c(cc5c6ccc6cc7c8cccc9cccc(c98)c8c9ccccc9cc(c65)c78)C4C(=C1)C23,628.774,4.38,50,-121.3757209,-9.2815,-7.8943,1.387198135,893.8881683,,,
GQD1623,c1ccc2cc3c(ccc4ccc5c6ccccc6c6ccc7c8cc9c%10c(cc%11c%12cccc%13c%14cccc%15cc%16ccc(c7c6c5c43)c3c%16c(c%15%14)c(c%13%12)c(c%119)c83)c3cccc4cc5cccc6ccc%10c(c65)c43)cc2c1,973.146,3.553,78,-185.582822,-8.901,-8.5474,0.353658298,3506.209262,,,
GQD1624,C1=CC2=c3cc4c5c6ccc7cc8ccccc8cc7c6ccc5c5ccc6ccc7cc8c9c%10ccc%11ccccc%11c%10cc%10c%11cccc%12cc%13c%14c(c%15c3c3c4c5c6c7c3c8c%15c(c%14c%12%11)c%109)C2C(=C1)C=%13,909.059,4.721,73,-172.9070157,-9.3123,-7.905,1.407277635,881.133878,,,
GQD1625,c1ccc2c(c1)c1cccc3c4ccccc4c4c5ccc6c(cc7cccc8c9cccc%10cccc(c%109)c6c78)c5cc2c4c13,576.698,2.365,46,-110.8403375,-9.4667,-7.9594,1.507300648,822.6626862,,,
GQD1626,c1ccc2c(c1)ccc1cc3c(cc12)c1c2ccccc2ccc1c1cc2c4cccc5ccc6ccc7ccc(c31)c2c7c6c54,576.698,2.525,46,-110.8476042,-9.6722,-7.6969,1.975320829,627.746127,,,
GQD1627,C1=CC2=c3ccc4cc5cc6c(ccc7c8ccccc8c8ccc9c(c8c76)C=C6C=c7ccccc7=C7c8ccccc8C=C9C67)c6ccc7cc(c3c4c7c56)C3=Cc4ccccc4C(=C1)C32,853.036,5.116,68,-164.0238186,-8.8058,-8.2632,0.542623238,2285.195165,,,
GQD1628,C1=CC2=c3ccccc3=c3c4c5c(cccc5c5ccc6cc7ccc8ccc9ccc%10cccc%11c%10c9c8c7c%11c6c35)=CC(=C1)C24,588.709,4.093,47,-112.9722968,-9.2018,-7.7826,1.419218789,873.7201125,,,
GQD1629,C1=CC2=CC=CC3=Cc4cc5c(ccc6c7c8c9c(ccc8cc65)=CC=C5C=CC=C(C=7)C59)cc4C(=C1)C23,478.594,4.775,38,-92.5599725,-8.9649,-8.0958,0.86908882,1426.781672,,,
GQD1630,C1=CC2=c3ccc4cc5cc6ccccc6c6c7cc8cc9ccc%10c%11c%12ccc%13ccccc%13c%12ccc%11c%11cc%12c%13c(cc%14c%15cccc%16c%15c%15c(c8c%16c7c7cc(c3c4c7c56)C3=Cc4ccccc4C(=C1)C32)c9c%10c%11c%15c%14%12)c1cccc2cc3cccc4ccc%13c(c43)c21,1209.419,5.334,97,-230.4260748,-8.8693,-8.575,0.294312558,4213.207919,,,
GQD1631,C1=CC2=c3c4c5c(ccc4c4cc6cc7ccccc7c7ccc8cc(c3c4c8c67)C3=Cc4ccccc4C(=C1)C32)C1=c2ccccc2=CC2=Cc3c(ccc4c3ccc3ccccc34)C(=C5)C21,853.036,5.108,68,-163.8449115,-8.8704,-8.324,0.546414,2269.341562,,,
GQD1632,C1=CC2=CC=c3ccc4cc5ccc6cc7ccc8cc9c%10ccccc%10ccc9c9c%10ccccc%10c(c6c5c5c4c3C2C(=C1)C=5)c7c89,614.747,4.032,49,-118.2374624,-9.057,-8.0376,1.019407467,1216.392895,,,
GQD1633,C1=CC2=c3cc4ccc5c6cc7cc8cccc9c%10cc%11c%12cccc%13c%14cccc%15cc%16ccc%17c%18c%19ccc%20ccccc%20c%19ccc%18c%18cc(c%10c%10ccc(c6c6ccc%19cc%20c%21c%22ccc%23ccccc%23c%22cc%22c%23cccc%24cc%25c%26c(c%27c3c3c4c5c6c%19c3c%20c%27c(c%26c%24%23)c%22%21)C2C(=C1)C=%25)c7c%10c89)c%11c1c%18c%17c%16c(c%15%14)c1c%13%12,1453.671,5.993,117,-275.4977623,-8.9129,-8.6341,0.278744432,4448.519352,,,
GQD1634,C1=CC2=c3ccccc3=c3c4c5c(cc6ccc7c(c6c5c5ccccc35)=CC3=Cc5c(ccc6c5ccc5ccccc56)C5=Cc6ccccc6C=7C35)=CC(=C1)C24,728.894,4.94,58,-140.5401813,-8.92,-8.1613,0.758700967,1634.372505,,,
GQD1635,C1=CC2=c3ccccc3=c3ccc4cc5cc6c7ccccc7c7c8ccc9ccccc9c8cc8ccc(c5c5c4c3C2C(=C1)C=5)c6c87,614.747,4.048,49,-118.2535066,-9.1274,-8.0944,1.033051374,1200.327526,,,
GQD1636,C1=CC2=c3ccc4c5cccc6c7cccc8ccc9ccc(c4c3=c3c4c%10c(cccc%10c%10ccccc3%10)=CC(=C1)C24)c(c56)c9c87,588.709,4.019,47,-112.6984966,-9.1996,-7.8201,1.37956697,898.8327692,,,
GQD1637,c1ccc2c(c1)ccc1c2cc2ccc3cc4c(ccc5c6cccc7c8ccccc8c8cccc(c54)c8c76)c4c5ccccc5c1c2c34,626.758,2.458,50,-120.4303497,-9.596,-7.7449,1.851135485,669.859127,,,
GQD1638,C1=CC2=Cc3c4ccc5c(c4cc4c6c7c8c(c34)C2C(=C1)C1=CC=CC(=C2C=CC=C(c3ccccc3-6)C27)C18)C1=Cc2ccccc2C2=c3ccccc3=CC(=C5)C12,728.894,5.662,58,-140.4852504,-8.7975,-8.1962,0.601380016,2061.924186,,,
GQD1639,c1ccc2c(c1)ccc1c2ccc2c3cc4c5c(cc6c7cccc8c9cccc%10cc%11ccc(c12)c1c%11c(c%109)c(c87)c(c64)c31)c1cccc2cc3cccc4c6c7cccc8c9cccc%10cc%11ccccc%11c(c(cc6c5c(c21)c34)c87)c%109,,,,-199.514816,-8.9518,-8.5766,0.375163645,3305.224311,,,
GQD1640,C1=C2C=c3ccccc3=C3c4ccccc4C=C(c4ccc5c(ccc6ccc7c8ccc9ccc%10cc%11ccc%12ccccc%12c%11cc%10c9c8ccc7c65)c41)C23,716.883,4.011,57,-138.4040202,-8.967,-8.2086,0.758353672,1635.120981,,,
GQD1641,C1=CC2=CC=CC3=CC4=Cc5cccc6c5c(cc5c7cc8ccc9cc%10cccc%11c%10c%10c9c8c(c7ccc65)C5=CC=CC(=C%11)C5%10)C4C(=C1)C23,640.785,5.12,51,-123.5111722,-9.1889,-7.8784,1.310443085,946.2448344,,,
GQD1642,c1ccc2c(c1)c1cccc3c4ccc5c(ccc6cc7cccc8c9cccc%10cccc(c%109)c(c78)c65)c4c4cccc2c4c13,576.698,2.348,46,-110.8367414,-9.4665,-7.9513,1.515138645,818.4069518,,,
GQD1643,C1=CC2=c3cc4ccc5ccc6c7cc8c(ccc9ccc%10ccccc%10c98)cc7ccc6c5c4c4ccc5cc6cc7ccccc7c7c6c(c5c34)C2C(=C1)C=7,714.867,4.173,57,-137.4370931,-9.1072,-8.0279,1.079262903,1148.932291,,,
GQD1644,C1=CC2=c3ccc4cc5cc6ccccc6c6ccc7cc(c3c4c7c56)C3=Cc4c(ccc5cc6c(cc45)C4=c5ccccc5=CC5=Cc7c(ccc8c7ccc7ccccc78)C(=C6)C54)C(=C1)C32,853.036,5.137,68,-163.9199733,-8.8715,-8.4091,0.462397782,2681.673763,,,
GQD1645,c1ccc2c(c1)ccc1cc3ccc4c(ccc5c6cccc7c8ccccc8c8cccc(c45)c8c76)c3cc12,502.616,2.178,40,-96.94954682,-9.874,-7.4638,2.410251071,514.4692248,,,
GQD1646,C1=CC2=CC=CC3=CC4=Cc5cccc6cc7c(cc8cc9c%10c%11c%12c%13c(cc%14ccc%15ccc%16ccc%17cc%18c%19c%20ccc%21ccccc%21c%20cc%20c7c8c%10c(c%20%19)c%12c%18c7c%17c%16c%15c%14c%137)=C7C=CC=C(C=9)C7%11)c(c56)C4C(=C1)C23,985.157,5.912,79,-186.9449504,-9.0378,-8.2302,0.807590837,1535.430992,,,
GQD1647,C1=CC2=c3ccc4cc5cc6ccccc6c6ccc7cc(c3c4c7c56)C3=Cc4cc5ccc6cc7ccc8ccccc8c7cc6c5cc4C(=C1)C32,664.807,4.065,53,-127.8525154,-9.0641,-8.181,0.883061453,1404.205784,,,
GQD1648,C1=C2C=c3ccccc3=C3c4cc5c(cc4C=C(c4ccc6c(ccc7ccccc76)c41)C23)c1cccc2c3cccc4ccc6ccc5c(c12)c6c43,664.807,3.998,53,-127.7744351,-8.9953,-8.0981,0.897160594,1382.13828,,,
GQD1649,C1=CC2=CC=c3c4c5c(c6ccccc6cc5c5ccc6c(c35)C3=Cc5ccccc5C5=c7ccccc7=CC(=C6)C35)=CC(=C1)C24,578.714,4.728,46,-111.7297049,-8.893,-8.2734,0.619533829,2001.504909,,,
GQD1650,c1ccc2c(c1)ccc1cc3c(ccc4c3cc3c5cc6c7cccc8c9cccc%10cc%11ccc%12c%13c%14ccc%15ccccc%15c%14ccc%13c%13cc(c5c5ccc%14cccc%15cc4c3c5c%14%15)c6c3c%13c%12c%11c(c%109)c3c87)cc12,973.146,3.602,78,-185.6344894,-8.9549,-8.5737,0.381208833,3252.810252,,,
GQD1651,C1=CC2=CC=CC3=Cc4cc5c(ccc6cc7c8c(ccc9cc%10cc%11ccccc%11c%11c%10c(c98)C8C(=CC=CC=78)C=%11)c65)cc4C(=C1)C23,602.736,4.839,48,-116.0564158,-9.0799,-8.0197,1.06020187,1169.58858,,,
GQD1652,C1=CC2=c3c4c(cc5ccc6c7ccccc7cc7cc(c8cc9cc%10cccc%11c%12cc%13c%14cccc%15c%16cccc%17cc%18ccc%19c%20c%21ccc%22ccccc%22c%21ccc%20c%20cc(c%12c%12ccc(c38)c9c%12c%10%11)c%13c3c%20c%19c%18c(c%17%16)c3c%15%14)c4c5c76)C3=Cc4ccccc4C(=C1)C32,1209.419,5.279,97,-230.2895207,-9.0373,-8.4775,0.55979343,2215.10281,,,
GQD1653,c1ccc2c(c1)ccc1cc3cc4c(ccc5c6cccc7c8ccccc8c8cccc(c45)c8c76)cc3cc12,502.616,2.282,40,-96.94287396,-9.5546,-7.8554,1.699290928,729.7161302,,,
GQD1654,C1=CC2=CC=CC3=Cc4ccc5c6ccccc6c6cc7c(ccc8ccc9ccccc9c87)cc6c5c4C(=C1)C23,516.643,3.657,41,-100.0310663,-9.0892,-7.9682,1.121006505,1106.1488,,,
GQD1655,c1ccc2c(c1)cc1cccc3c4cccc5c6cc7ccc8c(cc9ccc%10cccc%11c%12ccccc%12c8c9c%10%11)c7cc6cc(c54)c2c13,626.758,2.633,50,-120.4318513,-9.4076,-8.0102,1.397376717,887.3770293,,,
GQD1656,C1=C2C=c3ccc4c(cc5cc6ccc7c8c9ccc%10ccccc%10c9ccc8c8cc9c%10c(cc%11c%12cccc%13c4c5c4c6c7c8c(c%119)c4c%12%13)c4cccc5cc6cccc7ccc%10c(c76)c54)c3=C3c4ccccc4C=C(c4ccc5c(ccc6ccccc65)c41)C23,1161.375,5.152,93,-221.810064,-8.9,-8.5879,0.312091307,3973.196216,,,
GQD1657,C1=CC2=c3cc4ccc5ccc6ccc7cc8c9c%10c(cc%11c%12cccc%13cc%14c%15c(c%16c3c3c4c5c6c7c3c8c%16c(c%15c%13%12)c%119)C2C(=C1)C=%14)c1ccccc1c1c2c3ccccc3ccc2c2c3ccc4cc5cccc6c7cccc8c9cc%11c%12cccc%13cc%14cccc%15ccc(c%11c%11cc(c2c1%10)c1c3c4c(c56)c(c78)c1c9%11)c(c%15%14)c%13%12,,,,-275.1919979,-8.5146,-8.4686,0.046016026,26947.13359,,,
GQD1658,c1ccc2c(c1)ccc1cc3ccc4ccc5ccc6ccc7c8cccc9ccc%10cc%11c%12ccccc%12ccc%11c(c%10c98)c7c6c5c4c3cc12,652.796,2.616,52,-125.690377,-9.5847,-7.6175,1.967210413,630.334199,,,
GQD1659,C1=CC2=c3cc4c(cc3=c3c5c6c(cccc6c6ccccc36)=CC(=C1)C25)c1c2c3ccc5ccccc5c3ccc2c2cc3c5c(cc6c7cccc8c9cccc%10cc4c4c1c2c(c63)c(c87)c4c%109)c1cccc2cc3cccc4ccc5c(c43)c21,1085.277,5.024,87,-206.655907,-9.0021,-8.5863,0.415844673,2981.882613,,,
GQD1660,C1=CC2=Cc3cccc4cc5ccc6cc7cc8ccc9c%10c8c(c7c7c6c5c(c34)C2C7=C1)=CC1=CC=CC(=c2ccccc2=9)C1%10,576.698,4.875,46,-110.7758295,-9.0417,-8.1809,0.860799689,1440.520967,,,
GQD1661,c1ccc2c(c1)ccc1c2cc2ccc3c4c(cc5ccc6ccc7ccc8cccc9c8c7c6c5c94)cc4c5ccccc5c1c2c43,600.72,2.652,48,-115.1515088,-9.5127,-7.9273,1.585421381,782.1264522,,,
GQD1662,C1=CC2=c3c(ccc4c5c6c(ccc5c5ccccc5c34)C3=Cc4ccccc4C4=c5ccccc5=CC(=C6)C34)=c3c4c5c(cccc5c5ccccc35)=CC(=C1)C24,728.894,4.922,58,-140.5162657,-8.9247,-8.2418,0.682881992,1815.833503,,,
GQD1663,C1=CC2=CC=c3ccc4cc5cc6ccc7ccc8c(cc9ccc%10cccc%11c%12ccccc%12c8c9c%10%11)c7c6cc5c5c4c3C2C(=C1)C=5,614.747,4.059,49,-118.2408049,-8.9836,-8.2081,0.775583239,1598.796799,,,
GQD1664,C1=C2C=c3ccccc3=C3c4ccccc4C=C(c4cc5cc6ccc7ccc8ccc9cccc%10c9c8c7c6c%10c5cc41)C23,564.687,3.866,45,-108.6464332,-8.9622,-8.2557,0.706524953,1755.06894,,,
GQD1665,C1=CC2=c3cc4cc5c(ccc6ccc7c8c(ccc7c65)C5=Cc6ccccc6C6=c7ccccc7=CC(=C8)C56)cc4c4ccc5cc6cc7ccccc7c7c6c(c5c34)C2C(=C1)C=7,802.976,5.091,64,-154.4238209,-8.904,-8.3049,0.599033452,2070.001259,,,
GQD1666,C1=C2C=c3ccccc3=C3c4ccccc4C=C(c4ccc5c(ccc6c5ccc5ccc7c(c56)=CC5=Cc6ccccc6C6=Cc8ccccc8C=7C56)c41)C23,704.872,4.682,56,-136.2121619,-8.9531,-8.1945,0.758594349,1634.602211,,,
GQD1667,C1=CC2=c3cc4ccc5c6cccc7c8cccc9ccc%10ccc(c5c4c4ccc5cc%11cc%12ccccc%12c%12c%11c(c5c34)C2C(=C1)C=%12)c(c76)c%10c98,662.791,4.137,53,-126.8723265,-9.115,-8.0293,1.085775884,1142.040469,,,
GQD1668,c1ccc2c(c1)ccc1c2c2cc3ccc4c(cc5ccc6cccc7c8ccccc8c4c5c67)c3cc2c2c3cc4c5c(cc6c7cccc8c9cccc%10cc%11ccc(c12)c1c%11c(c%109)c(c87)c(c64)c31)c1cccc2cc3cccc4ccc5c(c43)c21,,,,-209.0137081,-8.789,-8.7693,0.019712582,62903.98691,,,
GQD1669,C1=CC2=c3ccccc3=c3ccc4c5c3C2C(=C1)C=c5cc1c4ccc2c1c1cccc3ccc4cc5c6ccccc6ccc5c2c4c31,614.747,4.055,49,-118.2589244,-9.2806,-7.8117,1.468880549,844.1802847,,,
GQD1670,C1=C2C=c3ccccc3=C3c4ccccc4C=C(c4ccc5c(ccc6cc7c(cc8ccc9c%10c(cc%11c%12cccc%13c%14cccc%15cc%16ccc%17c%18c%19ccc%20ccccc%20c%19ccc%18c%18cc%10c%11c%10c%18c%17c%16c(c%15%14)c%10c%13%12)c%10cccc%11cc7c8c9c%11%10)cc65)c41)C23,1161.375,5.157,93,-221.8112294,-8.905,-8.5277,0.377327488,3286.269989,,,
GQD1671,C1=CC2=CC=CC3=CC4=Cc5cc6c(ccc7cc8cccc9c%10cccc%11cccc(c%11%10)c(c89)c76)c6c5c(cc5ccccc56)C4C(=C1)C23,628.774,4.376,50,-121.3725052,-9.2092,-7.9144,1.29479163,957.6830521,,,
GQD1672,C1=CC2=CC=CC3=CC4=Cc5cccc6c5c(cc5c6ccc6cc7c8c(ccc9cc%10cccc%11c%10c(c98)C8C(=C%11)C=CC=C78)c65)C4C(=C1)C23,640.785,5.103,51,-123.4563097,-9.2236,-7.8529,1.370655482,904.6766429,,,
GQD1673,C1=CC2=Cc3cccc4cc5ccc6cc7ccc8c(c7c7c6c5c(c34)C2C7=C1)=CC1=Cc2ccccc2C2=Cc3ccccc3C=8C12,602.736,4.702,48,-116.0506607,-9.1055,-8.0965,1.009059483,1228.867099,,,
GQD1674,C1=CC2=Cc3cccc4cc5ccc6cc7cc8c(ccc9c8cc8ccc%10cccc%11c%12ccccc%12c9c8c%10%11)cc7c7c6c5c(c34)C2C7=C1,638.769,4.011,51,-122.3237894,-8.7252,-8.7163,0.008934672,138785.1731,,,
GQD1675,C1=C2C=c3ccc4c(cc5cc6ccccc6c6c7cccc8cccc(c87)c4c56)c3=C3c4ccccc4C=C(c4ccccc41)C23,590.725,3.821,47,-113.9209069,-9.1313,-8.1062,1.025160106,1209.567162,,,
GQD1676,C1=C2C=c3ccccc3=C3c4ccccc4C=C(c4cc5c(ccc6c7cccc8c9ccccc9c9cccc(c56)c9c87)cc41)C23,590.725,3.764,47,-113.9336163,-8.9608,-8.237,0.723767763,1713.256743,,,
GQD1677,C1=C2C=c3ccc4ccc5ccc6cc7ccccc7cc6c5c4c3=C3c4ccccc4C=C(c4ccc5c(ccc6ccccc65)c41)C23,616.763,3.853,49,-119.2314812,-9.034,-8.1031,0.930897293,1332.048132,,,
GQD1678,C1=C2C=c3ccccc3=C3c4ccccc4C=C(c4ccc5c(ccc6c5ccc5c6cc6ccc7ccc8ccc9cccc%10c9c8c7c6c5%10)c41)C23,664.807,4.028,53,-127.8328543,-8.8975,-8.2999,0.597593909,2074.987682,,,
GQD1679,C1=CC2=CC=c3ccc4cc5c(ccc6cc7c8c9c(c%10ccccc%10c8c65)=c5ccccc5=C5C=CC=C(C=7)C59)c5c4c3C2C(=C1)C=5,602.736,4.932,48,-116.0491249,-8.9691,-8.0447,0.924406816,1341.400754,,,
GQD1680,c1ccc2c(c1)ccc1cc3ccc4ccc5cc6c7ccccc7c7cc8ccc9cccc%10c%11ccccc%11c(c7c6cc5c4c3cc12)c8c9%10,652.796,2.676,52,-125.4432178,-9.1608,-7.9226,1.238231294,1001.428413,,,
GQD1681,C1=CC2=Cc3cccc4cc5ccc6cc7c8c(ccc7c7c6c5c(c34)C2C7=C1)=CC1=Cc2c(ccc3c2ccc2ccccc23)C2=Cc3ccccc3C=8C12,702.856,4.808,56,-135.1428682,-9.1816,-8.0217,1.159954496,1069.007452,,,
GQD1682,C1=CC2=c3cc4ccc5ccc6ccc7cc8c9c%10ccc%11cc%12c(cc%13cc%14cccc%15ccc%16c%17c(cc%18c%19cccc%20c%21cccc%22cc%23ccc%24c%25c%26ccc%27ccccc%27c%26ccc%25c%25cc%17c%18c%17c%25c%24c%23c(c%22%21)c%17c%20%19)c%12c%13c%16c%15%14)cc%11c%10cc%10c%11cccc%12cc%13c%14c(c%15c3c3c4c5c6c7c3c8c%15c(c%14c%12%11)c%109)C2C(=C1)C=%13,1453.671,6.097,117,-274.8999427,-8.6684,-8.6016,0.066797595,18563.54259,,,
GQD1683,C1=C2C=c3ccccc3=C3c4ccccc4C=C(c4ccc5c6ccccc6c6c7c(ccc6c5c41)C=C1c4ccccc4C=C4C=c5ccccc5=C7C41)C23,704.872,4.653,56,-136.1999978,-8.8479,-8.2266,0.621303956,1995.802518,,,
GQD1684,C1=CC2=c3cc4ccc5ccc6ccc7cc8c9c%10ccc%11c(ccc%12cc%13cc%14ccccc%14c%14c%15cccc%16cccc(c%16%15)c(c%12%11)c%13%14)c%10cc%10c%11cccc%12cc%13c%14c(c%15c3c3c4c5c6c7c3c8c%15c(c%14c%12%11)c%109)C2C(=C1)C=%13,983.141,4.894,79,-186.7839452,-9.2259,-8.1489,1.076998777,1151.34764,,,
GQD1685,C1=CC2=CC=c3ccc4cc5cc6ccc7c(cc8cccc9c%10cccc%11cccc(c%11%10)c7c89)c6cc5c5c4c3C2C(=C1)C=5,564.687,3.977,45,-108.6421694,-9.0167,-8.179,0.837706094,1480.232756,,,
GQD1686,C1=CC2=c3ccccc3=c3c4c5c(cccc5c5cc6c(ccc7c6ccc6c7ccc7c8cc9c%10c(cc%11c%12cccc%13c%14cccc%15cc%16ccc(c67)c6c%16c(c%15%14)c(c%13%12)c(c%119)c86)c6cccc7cc8cccc9ccc%10c(c98)c76)cc35)=CC(=C1)C24,1085.277,5.061,87,-206.8417825,-8.9339,-8.5484,0.385550828,3216.177764,,,
GQD1687,C1=CC2=c3ccc4cc5cc6ccccc6c6c7cc8c9ccccc9c9cccc%10c%11ccccc%11c(c7c7cc(c3c4c7c56)C3=Cc4ccccc4C(=C1)C32)c8c9%10,738.889,4.147,59,-141.7450058,-9.0415,-8.1551,0.886417549,1398.889272,,,
GQD1688,c1ccc2cc3c(ccc4c3ccc3c4c4ccccc4c4cc5ccc6cccc7c8ccccc8c(c43)c5c67)cc2c1,552.676,2.416,44,-106.2544079,-8.6301,-8.4193,0.210802777,5882.27545,,,
GQD1689,C1=CC2=CC=CC3=CC4=Cc5cc6cc7c(cc6c6c5c(cc5ccccc56)C4C(=C1)C23)c1c2c3c(cccc37)=CC3=CC=CC(=c4ccccc4=1)C32,666.823,5.263,53,-128.7958434,-9.1206,-7.8308,1.28982047,961.374105,,,
GQD1690,C1=CC2=CC=CC3=CC4=Cc5cc6c7cccc8cc9cccc%10c%11cc%12c%13cccc%14c%15cccc%16cc%17ccc%18c%19c%20ccc%21ccccc%21c%20ccc%19c%19cc(c%11c(c6c6cccc(c56)C4C(=C1)C23)c(c87)c9%10)c%12c1c%19c%18c%17c(c%16%15)c1c%14%13,1049.244,5.194,84,-200.2992341,-8.5343,-8.509,0.025318773,48975.5171,,,
GQD1691,C1=CC2=CC=CC3=Cc4ccc5cc6c7ccccc7c7cccc8c9ccccc9c(c5c4C(=C1)C23)c6c78,490.605,3.66,39,-94.72867,-8.7386,-8.3155,0.423101333,2930.739998,,,
GQD1692,C1=CC2=c3cc4ccc5ccc6c7c8ccccc8c8ccc9c%10cc%11c%12c(cc%13c%14cccc%15c%16cccc%17cc%18ccc(c9c8c7c7cc8c9c%19ccc%20ccccc%20c%19cc%19c%20cccc%21cc%22c%23c(c%24c3c3c4c5c6c7c3c8c%24c(c%23c%21%20)c%199)C2C(=C1)C=%22)c1c%18c(c%17%16)c(c%15%14)c(c%13%11)c%101)c1cccc2cc3cccc4ccc%12c(c43)c21,1453.671,5.987,117,-275.4724068,-8.9002,-8.5568,0.343448956,3610.434617,,,
GQD1693,c1ccc2c(c1)ccc1c2ccc2c3cc4c5c(cc6c7cccc8c9cccc%10cc%11c%12c%13cccc%14c%15cccc%16ccc%17ccc(c(c%14%13)c%17c%16%15)c%12c(c12)c1c%11c(c%109)c(c87)c(c64)c31)c1cccc2cc3cccc4ccc5c(c43)c21,,,,-194.077217,-8.822,-8.4998,0.322118309,3849.51729,,,
GQD1694,c1ccc2c(c1)ccc1cc3ccc4ccc5c6cc7c(cc6ccc5c4c3cc12)c1cccc2c3ccccc3c3cccc7c3c21,602.736,2.455,48,-116.1411581,-9.8467,-7.4958,2.350889301,527.4599699,,,
GQD1695,C1=CC2=CC=CC3=CC4=Cc5cccc6c5c(cc5c6ccc6c7cccc8ccc9cc%10c%11ccccc%11ccc%10c(c56)c9c87)C4C(=C1)C23,628.774,4.355,50,-121.3868349,-9.2305,-7.763,1.467496094,844.9766954,,,
GQD1696,C1=C2C=c3ccccc3=C3c4ccccc4C=C(c4ccc5c(ccc6c5ccc5c6cc6cc7cccc8c9cc%10c%11cccc%12c%13cccc%14cc%15ccc%16c%17c%18ccc%19ccccc%19c%18ccc%17c%17cc(c9c9ccc5c6c9c78)c%10c5c%17c%16c%15c(c%14%13)c5c%12%11)c41)C23,1161.375,5.12,93,-221.6931097,-8.7518,-8.5928,0.159008788,7798.311122,,,
GQD1697,C1=CC2=c3ccccc3=c3ccc4cc5c6cccc7c8cccc9ccc%10ccc(c5c5c4c3C2C(=C1)C=5)c(c67)c%10c98,538.649,3.978,43,-103.3847568,-9.2042,-7.9489,1.255301175,987.8107539,,,
